student_id,age,gender,course,year,study_hours_per_day,attendance_percent,previous_semester_marks,assignment_score,internal_marks,sleep_hours_per_day,screen_time_hours_per_day,social_media_hours_per_day,practice_tests_completed,extracurricular_level,internet_access,parent_education,scholarship,part_time_job,final_exam_marks
STU105742,23,Male,Information Technology,3rd,4.3,90.4,98,66.6,73.5,7,5.1,2.1,8,Medium,Average,Graduate,Yes,Yes,93.6
STU105743,21,Male,Mechanical Engineering,2nd,5,82.1,74.5,85.2,89.2,8.2,7.9,3,4,Medium,Good,Graduate,No,Yes,98.2
STU105744,17,Female,Computer Engineering,3rd,4.7,69.9,92,84.6,53.4,6.4,3.2,1.8,6,Medium,Good,School,Yes,No,94.4
STU105745,17,Female,Information Technology,1st,6.1,83.8,75.1,64.3,84,7,4.8,3.3,2,Low,Good,Graduate,Yes,No,84.4
STU105746,22,Female,Electronics,3rd,5.5,78.8,73.2,61.9,61.5,7.5,7.5,0,9,High,Good,Postgraduate,No,No,79.4
STU105747,17,Female,Information Technology,2nd,4.7,67.9,59.9,65.5,89.3,7.6,10.4,3.3,5,Low,Poor,Postgraduate,No,No,68.2
STU105748,19,Male,Data Science,2nd,7.7,93.2,80.7,73.2,40.3,7.2,5.7,1.8,5,Medium,Poor,Graduate,No,No,78.5
STU105749,17,Female,Mechanical Engineering,1st,0.5,77.3,68.3,58.7,100,8.8,5.9,2.3,5,Medium,Good,Graduate,No,No,87.1
STU105750,19,Male,Computer Engineering,1st,7.3,64.6,69,78.3,66.2,6.4,2.9,0.1,6,High,Good,Graduate,No,No,93.2
STU105751,21,Female,Civil Engineering,4th,6.6,66.4,64.6,46.1,53.1,,5.9,2.5,6,Low,Good,Graduate,No,No,81.8
STU105752,19,Male,Electronics,2nd,1.1,84.4,66.7,59.5,82.7,7.6,4.6,3.3,6,Low,Good,School,No,No,73.3
STU105753,23,Male,Mechanical Engineering,3rd,6.7,90.6,68.3,74.8,77.2,7.1,5.9,4.2,5,Low,Good,School,No,No,83.9
STU105754,21,Female,Electronics,4th,6.9,83.8,69.6,58.2,76.3,7.2,6.2,2.5,7,Medium,Good,Diploma,Yes,No,90
STU105755,21,Male,Information Technology,3rd,5.9,83.8,67.3,65.7,83,7.8,4.7,3,6,Medium,Average,Diploma,No,No,92.9
STU105756,19,Female,Electronics,2nd,1.7,68.3,47.8,70.1,70.5,6,7.8,3.4,5,Low,Good,Graduate,No,No,60.1
STU105757,18,Male,Electronics,2nd,6.2,79.1,75,100,65.9,7,6.3,1.4,1,High,Average,Diploma,No,No,87.4
STU105758,20,Male,Information Technology,4th,6.8,74,66.4,52.4,53.8,6.5,3.8,4.4,6,Medium,Average,School,Yes,Yes,71.2
STU105759,17,Male,Information Technology,3rd,3.7,75.7,24.9,75.5,68.4,8.6,2.7,0.5,7,Medium,Average,Graduate,No,No,65.2
STU105760,22,Female,Mechanical Engineering,3rd,5.7,76.7,47.4,56.6,62.8,6.1,8.1,3.7,12,High,Good,Diploma,No,Yes,83.7
STU105761,20,Male,Computer Engineering,2nd,4.1,70.1,61.8,56.1,69.9,9,7.4,0.8,1,Medium,Good,Graduate,No,Yes,71.6
STU105762,17,Female,Information Technology,4th,6.6,87,84.6,,71.6,6.3,5.8,0.4,7,High,Good,School,Yes,No,92.4
STU105763,17,Male,Mechanical Engineering,3rd,4.2,65.9,75.9,69.7,94.3,5.3,2.6,1.2,5,Medium,Poor,School,No,No,79.6
STU105764,21,Male,Electronics,2nd,3.6,62.4,59.1,93.5,59.5,5.8,4.6,3.4,3,High,Average,Postgraduate,No,No,77.3
STU105765,17,Male,Electronics,3rd,4.7,68.6,65.5,89.6,68,5.9,6.2,0.9,5,Medium,Average,School,Yes,No,73.9
STU105766,22,Female,Civil Engineering,2nd,2.1,88.6,82.4,65.1,63.9,8.6,3.3,3.8,6,Low,Average,School,No,No,71.3
STU105767,17,Female,Data Science,1st,4.5,82.1,60,68,50.4,5.3,9,2.6,3,Low,Average,Postgraduate,No,No,64.8
STU105768,19,Male,Information Technology,4th,5.5,56.6,53.9,80.9,100,7.2,2.8,0.8,5,Medium,Good,Graduate,No,No,87.2
STU105769,20,Female,Mechanical Engineering,1st,6.5,85.2,79.4,72.9,56.9,8.4,2.8,2.1,11,Medium,Average,School,Yes,No,89.7
STU105770,19,Female,Civil Engineering,3rd,5.3,77.4,82.5,62.5,75.2,9.8,5.6,3.7,9,Low,Good,Diploma,No,No,88
STU105771,22,Male,Mechanical Engineering,2nd,1.9,73,60.1,81.9,93.8,6.7,7.7,4.4,4,Low,Good,Postgraduate,No,No,85.6
STU105772,17,Female,Computer Engineering,2nd,7.5,75.1,74.3,96.3,52.6,,1,3.6,11,Medium,Good,Graduate,Yes,Yes,89
STU105773,23,Male,Civil Engineering,2nd,7.7,62,67.5,87.9,82.3,5.5,3.5,3.9,8,Medium,Average,Postgraduate,No,No,92.4
STU105774,22,Female,Mechanical Engineering,4th,5,80.1,60.3,92.3,48.4,6.4,1,2.5,2,Low,Good,Postgraduate,No,No,63.5
STU105775,21,Female,Information Technology,2nd,3.3,62.8,83.2,69.9,58.8,9.2,7.8,1.9,6,Medium,Good,School,No,No,80.2
STU105776,19,Male,Mechanical Engineering,1st,3.7,73.8,59.4,55.8,77.9,7.8,3.5,2.2,5,Low,Good,Graduate,Yes,No,74.6
STU105777,19,Male,Data Science,3rd,4.4,73.8,77.8,42,66.2,8.1,8.5,4.6,7,Low,Average,Postgraduate,No,No,64.7
STU105778,18,Other,Electronics,1st,5.4,87.2,68.9,40.9,90.4,7.5,1.8,1.2,2,Low,Average,Diploma,Yes,Yes,81.7
STU105779,17,Female,Electronics,1st,4.2,78.5,65.8,68.9,71.8,8,3.1,2.6,12,Low,Average,School,No,No,82.2
STU105780,21,Female,Civil Engineering,1st,3.1,86.5,60.8,79.6,77.3,8.9,4.5,3.1,7,Low,Good,Graduate,No,No,84.6
STU105781,23,Male,Mechanical Engineering,1st,6.8,63.7,55.2,84.6,60.3,6.3,6.1,2.2,7,Low,Good,Postgraduate,Yes,No,73.8
STU105782,19,Male,Mechanical Engineering,2nd,5.3,76.7,64.8,75.6,55.5,7.6,5.3,4.5,2,Medium,Good,Graduate,No,No,72.4
STU105783,19,Male,Mechanical Engineering,2nd,2.7,84.4,61.3,61.2,53.8,6,3.9,3.1,9,Low,Average,Graduate,No,No,65.7
STU105784,21,Male,Mechanical Engineering,1st,5.4,92.9,69.2,81.8,56.9,4.6,1,2.8,2,Low,Good,Diploma,No,Yes,77.5
STU105785,22,Female,Data Science,4th,5.1,,52.4,54,60.3,7.1,4.6,2.8,2,Low,Poor,Postgraduate,No,No,68.5
STU105786,22,Female,Information Technology,1st,3.4,67.9,66,55.4,86.2,6.9,4.8,4.2,7,Medium,Good,Graduate,Yes,No,77.1
STU105787,17,Female,Data Science,4th,7.2,84.1,73.3,81.2,75.6,6.7,4.2,1.9,4,High,Good,Diploma,No,No,82.3
STU105788,18,Male,Data Science,3rd,5.1,97.3,59.2,53.5,52.1,6.1,7.9,1.5,6,Low,Average,Graduate,Yes,Yes,80.6
STU105789,19,Female,Data Science,1st,4.4,81.4,77.6,60.5,64.2,7,4.7,3.2,5,High,Good,Diploma,No,No,84.7
STU105790,18,Female,Electronics,4th,4.6,64.7,79,57.3,69.6,7.3,8.1,3.4,4,Medium,,Graduate,Yes,No,76
STU105791,22,Female,Data Science,2nd,5.7,64.9,52.3,74.5,100,9,6.2,3.3,4,Medium,Good,School,No,No,88.3
STU105792,22,Female,Mechanical Engineering,2nd,4.7,79.6,58.1,80.8,70.1,7.4,6.3,0,3,High,Good,Graduate,No,No,77.9
STU105793,20,Female,Data Science,2nd,4.6,82.3,50.6,81.2,76.4,7.4,6.9,2.5,6,Low,Average,Graduate,No,No,83.9
STU105794,23,Female,Mechanical Engineering,3rd,6.9,75.3,73.5,63.3,56.1,6,5.9,2.6,5,Low,Good,Graduate,Yes,No,83.4
STU105795,17,Male,Civil Engineering,2nd,2,65.1,69.7,69.5,80.1,5.7,4.4,3.5,5,Medium,Good,School,No,Yes,71.6
STU105796,20,Male,Information Technology,1st,2.3,91.2,47.2,83,89.3,5.7,6.2,0.9,1,Low,Average,School,No,Yes,73.4
STU105797,23,Female,Electronics,1st,6.4,73.8,59.5,64,67.9,6.5,6.9,3.4,7,Medium,Poor,Graduate,No,No,75.8
STU105798,20,Male,Information Technology,3rd,9.6,84.3,72,58.3,78.6,6.9,6.2,1.6,2,High,Good,Diploma,Yes,No,92
STU105799,20,Male,Civil Engineering,1st,6.6,56.7,69.5,62.4,78.1,7,2.2,2.4,7,Low,Good,School,Yes,No,88.9
STU105800,17,Male,Information Technology,1st,8.5,92.4,83.7,62.9,71,5.9,6.8,4.6,7,High,Average,Graduate,No,No,90.7
STU105801,17,Female,Electronics,2nd,3.9,69.8,53,,88.1,4.3,6.7,2.8,8,Medium,Good,Postgraduate,No,No,80.3
STU105802,21,Other,Mechanical Engineering,4th,3.5,94.1,67.9,71.6,58.8,6.3,6.9,2.8,7,Low,Average,Graduate,Yes,No,67.3
STU105803,18,Male,Civil Engineering,2nd,5.7,85.4,55,69.5,57.8,,4.6,3.4,12,Low,Good,Diploma,No,No,94.7
STU105804,18,Female,Civil Engineering,2nd,6.7,60.9,69.4,60,70.1,6.4,3.7,3.6,2,Medium,Good,School,No,No,76.8
STU105805,21,Female,Mechanical Engineering,4th,2.2,80.9,65.6,58,64.8,,5.1,0,4,Medium,Good,School,Yes,Yes,70.1
STU105806,21,Male,Mechanical Engineering,1st,4.4,97.9,71.5,81.7,29.2,5,7.1,3.8,3,Medium,Good,Graduate,Yes,Yes,71.3
STU105807,22,Male,Electronics,3rd,4.7,70.8,62.7,77.1,59.8,6.9,2.3,4.4,4,Medium,Good,Diploma,No,No,75.1
STU105808,23,Female,Data Science,4th,,97.9,77.9,65.5,40.2,7.3,5.3,2.7,7,Low,Good,Postgraduate,No,Yes,84.3
STU105809,20,Male,Computer Engineering,4th,3.7,82.6,58.7,71.1,65.5,6.2,1.2,0,8,Low,Average,School,No,Yes,74.7
STU105810,21,Female,Data Science,1st,6.5,94.1,54.8,90.2,80,7.9,2.4,1.4,12,High,Average,School,No,No,98.2
STU105811,19,Female,Data Science,2nd,5.7,79.9,70.9,70.9,70.8,8.1,7.4,0.7,8,Medium,Good,Postgraduate,No,No,88.8
STU105812,18,Male,Information Technology,1st,6.4,76.5,92.1,71.9,71.9,9.1,5.7,2.6,7,Medium,Average,Postgraduate,Yes,No,96.4
STU105813,21,Female,Computer Engineering,4th,5.5,100,48.2,94.9,67.8,5.8,3,2.7,7,Medium,Average,School,No,No,80.2
STU105814,19,Male,Mechanical Engineering,4th,3.1,86.7,53.1,88.1,73,7.1,6.5,4.2,8,Low,Average,Postgraduate,No,Yes,74.3
STU105815,19,Male,Data Science,1st,5.6,75.2,71,62.4,100,5.5,4,4.6,3,Medium,Average,Postgraduate,Yes,No,94.8
STU105816,19,Male,Electronics,3rd,,83.1,82.7,88.1,65.1,7.5,6,6.3,6,Low,Good,Postgraduate,Yes,No,85.6
STU105817,22,Male,Data Science,4th,4.2,71.2,72,69.5,69.8,7.3,6.1,1.5,0,Medium,Average,School,No,Yes,78.3
STU105818,22,Female,Mechanical Engineering,1st,2.7,79.3,60.1,56.2,57.9,4.7,6.5,2.5,4,Medium,Poor,School,No,No,57.4
STU105819,19,Female,Data Science,1st,3.6,92.3,73.5,91.6,43.3,7.1,7,2.5,4,High,Average,School,Yes,No,77.5
STU105820,23,Female,Civil Engineering,1st,5,76.1,74.7,61.4,73.7,6.6,4.8,1.5,5,Low,Average,Postgraduate,No,No,84.6
STU105821,22,Male,Information Technology,2nd,3.9,67.5,59.2,64.4,85.8,5.5,4.7,2.9,9,High,Good,Graduate,No,Yes,92.3
STU105822,20,Female,Information Technology,4th,3,66.4,78.7,66.3,100,6.5,7.9,3.6,3,High,Average,Diploma,No,No,89
STU105823,19,Female,Data Science,4th,7.1,78.9,67.6,100,67.4,9.1,3.4,6,7,Low,Average,Postgraduate,No,No,96
STU105824,20,Female,Information Technology,1st,4.6,68.3,45.3,57.7,66.4,7.4,6.2,3.4,4,Medium,Good,Postgraduate,No,Yes,71.5
STU105825,20,Female,Electronics,1st,3.7,60.8,66.2,63,83.1,5.9,3.9,0.9,5,Medium,Good,Graduate,Yes,No,74.7
STU105826,19,Male,Computer Engineering,2nd,2.6,63.6,60.6,66.9,94,6.4,5.3,0.5,5,Low,Good,Diploma,No,No,82.4
STU105827,18,Male,Data Science,4th,1.1,92.1,85,79.9,52.7,4.7,8.7,1.3,7,High,Good,Postgraduate,No,Yes,86.2
STU105828,23,Male,Electronics,3rd,4.4,76.3,50.7,71,79.3,5.6,2.7,3.5,3,Medium,Poor,School,No,No,74.4
STU105829,19,Female,Civil Engineering,3rd,2,78.7,61.7,62,95.6,8.7,2.3,2.6,2,Low,Average,Graduate,No,Yes,82.5
STU105830,19,Female,Electronics,3rd,6.2,66.4,71.3,81.4,66.5,7.8,8,0.6,3,High,Average,Graduate,No,No,95
STU105831,22,Male,Electronics,1st,4.9,71,98,92.3,53.8,7.3,5.7,1.2,3,Medium,Poor,School,No,No,83.2
STU105832,19,Male,Civil Engineering,2nd,7.9,70.6,93.4,47.7,81,7.2,3.8,4.1,7,Medium,Good,Graduate,Yes,No,88.5
STU105833,18,Male,Mechanical Engineering,4th,5.2,74.7,67.4,61.8,51.2,8.4,4.9,4.4,4,Medium,Average,Graduate,Yes,Yes,71.3
STU105834,22,Female,Data Science,1st,3.3,58.1,72.5,79.7,86.7,7.2,4.8,0,3,Medium,Good,Diploma,No,No,85.7
STU105835,17,Male,Data Science,3rd,1,91.1,75.8,53.5,97.9,6.5,4.6,2.9,2,Low,Average,Graduate,No,No,81.5
STU105836,17,Male,Data Science,2nd,,77.8,54.8,69.7,63,6.7,7.9,3.8,7,Medium,Good,School,No,No,73.7
STU105837,20,Male,Computer Engineering,3rd,2.2,80.4,68.1,91.1,93.2,6.5,3.4,2,5,Medium,Average,Graduate,Yes,No,86.5
STU105838,23,Female,Electronics,3rd,4,89,85.6,81.3,78.8,6.5,4.8,4.1,2,Medium,Good,Postgraduate,No,No,91.6
STU105839,20,Female,Data Science,3rd,8.1,,69.8,79.8,89.4,8.7,3,5.2,6,Low,Good,Graduate,No,Yes,97.9
STU105840,18,Female,Information Technology,4th,6,71.1,93.3,83.2,60.9,5.6,4.8,4,2,Medium,Good,Diploma,Yes,No,79.7
STU105841,21,Male,Mechanical Engineering,2nd,5.6,85.3,62.2,76.9,78.7,6.2,3.9,3.1,8,Medium,Average,Graduate,Yes,No,83.7
STU105842,23,Male,Civil Engineering,3rd,6.7,85.1,66.8,66.9,73.4,4.8,5.8,1.2,1,Low,Average,Graduate,No,No,76.3
STU105843,17,Male,Civil Engineering,1st,6.6,,67,86.5,59,7.9,4.9,5.1,5,High,Good,School,No,No,83.9
STU105844,20,Male,Computer Engineering,4th,8,90.7,51.1,64.9,65.1,7.2,6.4,1.1,7,Medium,Good,Graduate,No,No,91.8
STU105845,17,Male,Civil Engineering,2nd,3.6,87.6,82.4,69.6,78.1,8.7,7.9,3.3,3,Low,Good,Graduate,No,No,88.1
STU105846,18,Male,Mechanical Engineering,4th,4,86.7,63.7,47.2,54.3,6.1,2.9,1.6,7,Medium,Good,School,Yes,No,67.9
STU105847,18,Female,Electronics,2nd,3,94.4,71.4,64.8,53.2,5.9,5.5,1,2,High,Good,Diploma,No,No,61.1
STU105848,21,Male,Civil Engineering,1st,4.7,78.3,60.2,73.2,52.1,5.5,2,4.5,7,Medium,Poor,Postgraduate,No,No,59.8
STU105849,21,Male,Civil Engineering,1st,4.5,78.7,90.4,72.4,59.1,7.3,5.3,4.6,9,Low,Good,Graduate,No,Yes,82.5
STU105850,22,Female,Information Technology,4th,1.3,87.8,84,85.9,74,6.4,6.3,0.9,3,Medium,Good,School,No,No,82.1
STU105851,23,Female,Electronics,2nd,3.5,75.9,68.8,65.4,62.9,7.1,4.5,3.2,3,High,Good,Graduate,No,No,72.3
STU105852,18,Female,Data Science,1st,7.7,83.8,52.1,66,87.9,6.3,6,2.3,2,Low,Good,Postgraduate,Yes,No,91.2
STU105853,20,Female,Mechanical Engineering,1st,5.3,71.3,77.7,63.9,49.8,8.4,5.8,0.7,5,Medium,Good,Graduate,Yes,No,83.6
STU105854,17,Male,Civil Engineering,2nd,6.2,50.6,82.1,75.6,77.2,8.2,6.4,1.2,7,Low,Poor,School,Yes,No,100
STU105855,19,Female,Information Technology,1st,4.6,85.2,55.9,95.2,64.9,6.9,2.8,1.9,4,Medium,Average,Postgraduate,No,No,84.1
STU105856,21,Female,Mechanical Engineering,3rd,1,59.4,66.1,37.3,68.5,8,7.4,2.9,4,Medium,Average,School,No,No,72.7
STU105857,19,Male,Computer Engineering,1st,4.5,69.6,69,64.7,79.6,6.7,4.6,5.5,3,Medium,Poor,Graduate,No,No,76.6
STU105858,20,Male,Information Technology,3rd,6.9,87.8,82.1,66.7,33.1,6.7,1.9,4,8,Low,Poor,Graduate,No,No,75.4
STU105859,21,Female,Computer Engineering,1st,2.4,88,66,40,40.1,4.4,3.4,2.9,2,Low,Average,,No,Yes,46.6
STU105860,19,Male,Civil Engineering,2nd,6.3,92.1,80.5,70.1,69.1,7.4,2.7,2.3,8,Low,Average,Graduate,No,No,92.4
STU105861,23,Male,Information Technology,3rd,1.4,53.8,58,66.7,66.9,6.8,4.1,0.1,2,Low,Good,Graduate,No,No,65.8
STU105862,20,Male,Data Science,1st,4.8,81.6,54.3,65.4,50,7.8,3.5,1.6,7,Medium,Average,School,No,No,73.6
STU105863,17,Male,Mechanical Engineering,2nd,5.9,74.9,91.8,55.4,98.1,,2.1,4.2,5,Low,Good,Graduate,Yes,No,87
STU105864,23,Male,Mechanical Engineering,2nd,4.2,89.9,50.9,70.7,53.8,6,1.9,3.9,1,Medium,Good,Graduate,No,No,68.5
STU105865,20,Male,Electronics,1st,9.7,95.7,58.2,54.5,62.5,6.6,5.2,0.6,11,Medium,Good,Diploma,No,Yes,94.2
STU105866,22,Male,Information Technology,3rd,3.8,62.3,78.2,59.4,86.1,6.3,8,2.1,3,Medium,Average,School,No,No,73.8
STU105867,21,Male,Information Technology,3rd,3.6,78.2,61.1,69,60.5,7.9,5.5,0.5,9,Medium,Good,Graduate,No,No,75
STU105868,18,Female,Computer Engineering,3rd,5.2,88,60.8,87.3,57.9,8.5,4,3.5,3,Medium,Average,Postgraduate,Yes,No,72.3
STU105869,17,Male,Information Technology,1st,3.3,,65.4,78.2,75.4,7.7,3.1,3.1,2,High,Good,Diploma,Yes,No,73.8
STU105870,23,Female,Mechanical Engineering,2nd,1.9,98.9,40,81.2,59.6,9,2.6,0.4,6,Medium,Good,Graduate,No,No,76.7
STU105871,23,Female,Information Technology,1st,2.6,73.2,82.6,100,75.5,7.4,4.7,3.4,4,Medium,Poor,Graduate,No,No,89.2
STU105872,19,Female,Electronics,3rd,6.3,74.4,70.3,78.6,77.2,5.7,4.8,3.8,4,Low,Good,Graduate,No,Yes,85.5
STU105873,21,Female,Electronics,2nd,4.2,65.1,57.5,56.3,75.3,5.3,6.3,3.6,6,Low,Poor,School,No,Yes,61
STU105874,18,Male,Mechanical Engineering,2nd,8.2,79.8,45.7,63.6,86.5,5.8,4.5,2.1,5,Low,Poor,Diploma,No,No,79.8
STU105875,20,Male,Mechanical Engineering,4th,3.9,41.8,50.3,59.1,64.6,6.3,8,3.4,3,High,Average,Graduate,No,No,55.3
STU105876,18,Female,Mechanical Engineering,1st,6.2,75,47.3,70,62.9,6.1,2.6,3.9,7,Low,Good,Graduate,No,No,69.6
STU105877,21,Male,Information Technology,4th,5.8,93.2,71,65.8,68.8,6.9,3,0,7,Low,Average,School,No,No,88.8
STU105878,21,Female,Information Technology,1st,3.9,61.2,71.1,57.9,30.4,6.6,6,3.5,4,Low,Average,Diploma,No,No,59.1
STU105879,22,Female,Data Science,4th,3,58.6,76,85.9,73,6.9,4.2,0,5,Low,,Graduate,No,No,80.7
STU105880,22,Male,Civil Engineering,2nd,1.3,91.4,77.5,86.9,65.4,9.5,4.1,1.8,4,Low,Good,Graduate,Yes,No,72.3
STU105881,18,Female,Civil Engineering,4th,5.9,93,76.2,74.7,75.4,7.8,3.6,2.1,5,Medium,Good,Diploma,Yes,No,94.9
STU105882,20,Female,Computer Engineering,1st,7.2,61.7,88,57,57.5,7.1,2.4,3.4,2,Low,Average,School,No,No,81.1
STU105883,18,Male,Information Technology,2nd,1.6,98.8,83.5,73.8,88.8,8,1,2.4,7,Medium,Good,Postgraduate,No,No,80.4
STU105884,21,Male,Data Science,2nd,4.1,83.2,80.5,62.8,67.1,5.9,3.9,3.6,8,Low,Average,School,No,Yes,90.8
STU105885,21,Female,Data Science,4th,3.5,90.6,71.1,91.3,81.7,5.9,2.9,1.8,6,Medium,Good,School,No,No,91.2
STU105886,19,Female,Electronics,4th,5.9,68.5,77.4,54.1,62.9,7.8,5.8,3.5,4,Medium,Good,Graduate,No,No,79.2
STU105887,22,Male,Information Technology,1st,4.1,95.9,62.7,81.9,76.5,6.8,5.1,3.2,4,High,Good,Diploma,Yes,No,92.2
STU105888,19,Male,Data Science,3rd,7.4,74.8,65.1,81.5,48.2,6.9,3.9,2.9,5,Medium,Poor,School,No,Yes,87.1
STU105889,17,Female,Electronics,3rd,4,74.3,90.4,85.4,39.2,5.5,4.2,2,3,Low,Good,Postgraduate,No,No,71.3
STU105890,21,Female,Computer Engineering,1st,2.3,83.8,60.8,74.9,67.1,6.3,7.4,2.2,2,Low,Poor,School,No,No,70.5
STU105891,19,Female,Electronics,1st,3.9,73.3,59.8,67,69.7,6.3,3.6,2.4,9,Low,Good,Graduate,No,No,82
STU105892,18,Female,Computer Engineering,4th,4.1,59.8,63.3,100,68.7,6.3,7.1,1.4,6,Low,Good,Graduate,Yes,Yes,78.8
STU105893,22,Male,Civil Engineering,2nd,5.9,79.6,60.9,58.8,66,9.2,7.9,2.4,4,Low,Average,School,No,No,71.8
STU105894,22,Male,Civil Engineering,1st,4.1,74.2,62,82.8,64.4,9.1,5.8,2.9,7,High,Average,Diploma,No,No,79.2
STU105895,20,Female,Mechanical Engineering,1st,5.7,68.8,71.1,72.3,79.5,8.1,4.4,2.6,6,High,Average,Graduate,No,No,87.8
STU105896,18,Female,Mechanical Engineering,2nd,3.2,92.9,71.6,77.1,95,6.9,4.8,0.9,5,High,Average,Diploma,No,No,81.9
STU105897,20,Male,Electronics,3rd,4.2,100,79.8,77.1,100,6.2,6.7,2.1,4,Low,Average,Graduate,Yes,No,95
STU105898,19,Male,Mechanical Engineering,2nd,3.2,67,96.4,55.8,85.3,5.7,4.5,2.6,13,Low,Poor,Diploma,No,No,97.9
STU105899,23,Female,Information Technology,2nd,3.1,80.4,63.2,51.9,38,7.2,10,1.9,2,Medium,,Postgraduate,No,No,66.6
STU105900,17,Male,Electronics,1st,7.3,73.2,67.1,52.8,84.7,8.2,3.6,2.8,4,Medium,Good,Postgraduate,No,No,86.5
STU105901,18,Female,Data Science,2nd,3.4,100,44.1,65.3,84.5,7.7,6.6,1.7,7,Low,Average,Graduate,No,No,75.8
STU105902,18,Male,Information Technology,1st,4.1,83.9,51.2,75.7,68.6,6.9,7.1,2.8,4,Low,Poor,Graduate,No,No,76.5
STU105903,18,Male,Electronics,4th,6.9,89.1,66.1,61.7,83,7.5,1.9,3.5,2,Low,Good,Diploma,No,No,84.8
STU105904,20,Male,Civil Engineering,1st,6.3,92.2,74,50.5,75,6.8,5.6,2,6,Medium,Average,Graduate,Yes,Yes,89.9
STU105905,19,Female,Computer Engineering,4th,8.1,79.6,74.4,85.8,69.8,6.5,4.6,3.1,7,Low,Good,School,Yes,No,90
STU105906,18,Female,Mechanical Engineering,2nd,5.8,75.8,76,48.9,73.5,5.7,4.6,4.3,5,High,Good,Diploma,Yes,Yes,67.2
STU105907,23,Female,Mechanical Engineering,2nd,3.6,96.2,84.3,79.2,62.2,6.4,7.2,2.3,6,Low,Average,School,No,Yes,80
STU105908,18,Female,Mechanical Engineering,2nd,8.9,87.3,90.2,60.7,44.2,7.1,4.8,3.5,4,Low,Good,Graduate,No,No,86.4
STU105909,22,Male,Electronics,3rd,6,67.8,64.8,90.3,43.7,6.3,8.1,1.7,2,Low,Good,Diploma,No,No,65.3
STU105910,17,Male,Information Technology,4th,4.5,69.3,57.6,,82.8,5.5,2.7,2.9,8,Medium,Good,School,Yes,Yes,81.3
STU105911,22,Female,Computer Engineering,2nd,4.9,73.3,76.5,45.6,55.6,6.9,2.9,2,8,High,Good,Postgraduate,No,No,84.7
STU105912,22,Female,Mechanical Engineering,1st,5.2,91.9,80.1,71.4,48.6,,4.6,0,2,High,Average,Graduate,No,Yes,76.5
STU105913,17,Female,Information Technology,3rd,4.3,95.7,69.8,59.4,48.3,6.4,4,4.7,7,Medium,Good,Graduate,No,No,79.3
STU105914,23,Female,Data Science,1st,2,100,65.7,84.2,63.3,6.8,3.5,2,3,Low,Average,Postgraduate,No,No,72.9
STU105915,19,Male,Civil Engineering,3rd,8.1,69.5,61.4,76.9,91.2,4,1,3.2,3,Low,Average,Postgraduate,No,No,81.1
STU105916,22,Male,Data Science,1st,4.8,79.7,67.5,62.6,68,7.6,7.3,2.1,3,Low,Good,Graduate,No,No,90.6
STU105917,19,Female,Computer Engineering,3rd,5.2,73.2,77,57,50,7.1,5.9,0.9,2,Medium,Good,Diploma,No,No,60.4
STU105918,22,Male,Mechanical Engineering,3rd,9,75.8,59.3,55.5,90.7,8.4,6.2,4.4,7,Low,Average,School,No,No,85.2
STU105919,21,Male,Data Science,1st,3.4,89.2,57.6,63.2,74.6,6.6,3.7,3.5,3,Medium,Poor,School,No,No,81.2
STU105920,17,Female,Civil Engineering,3rd,6.1,77.4,75.8,92.5,65.1,7.6,6.3,1.2,6,High,Good,School,No,No,89.4
STU105921,22,Male,Information Technology,2nd,3.2,93.8,57,69.8,76.8,8.1,9.6,3.7,4,Low,Average,School,No,No,65.8
STU105922,21,Female,Information Technology,1st,5.4,71.8,70,86.2,70.2,6.8,6.4,4.9,8,Low,Good,School,Yes,No,81.1
STU105923,20,Male,Data Science,2nd,5.2,,69.3,49.8,60,7.2,5.2,2.9,4,Medium,Average,Graduate,Yes,Yes,73.7
STU105924,21,Female,Mechanical Engineering,2nd,6.4,72.7,68,43.2,62.3,7,5.4,3.9,3,Low,Good,School,No,No,79.7
STU105925,18,Female,Civil Engineering,1st,7.2,56,59.6,57.8,52.7,5,7.7,4.5,4,Medium,Average,Diploma,No,Yes,63.7
STU105926,22,Female,Computer Engineering,4th,3.6,65.7,90.5,81.9,63.4,7.2,2.9,1.3,4,Low,Poor,Postgraduate,No,Yes,82.5
STU105927,21,Male,Mechanical Engineering,3rd,7.6,79.5,73.2,67.7,83,5.8,5,3.4,5,Low,Good,Postgraduate,No,Yes,96
STU105928,19,Male,Electronics,1st,7.8,100,61.3,85.3,82.6,5.9,5.3,0.5,7,Medium,Average,Graduate,No,No,91.3
STU105929,20,Male,Data Science,4th,4.3,72.5,72.3,91,67.5,7.4,5.9,2.4,6,Low,Average,Graduate,No,Yes,81.6
STU105930,23,Male,Electronics,2nd,4.8,76,91.8,57.6,67.7,8.2,3.7,1.7,10,High,Poor,Graduate,No,No,87.9
STU105931,22,Female,Data Science,3rd,3.8,83.9,69.2,84.5,55.5,7.7,1.2,1.8,6,Medium,Good,Postgraduate,No,No,80.7
STU105932,18,Male,Computer Engineering,2nd,4.2,70.8,87.9,92.8,75.5,7.4,5.3,1.3,3,Low,Poor,Graduate,Yes,No,81.9
STU105933,23,Male,Mechanical Engineering,3rd,2.4,72.2,53.1,87.5,50.6,7.2,9.9,1.2,3,Low,Good,Graduate,No,No,65.4
